emp_number,surname,user_name,gender,city,job_title,department_name,store_location,division,age,lengthservice,absenthours,business_unit
6463,McIntyre,James,M,Victoria,Baker,Bakery,Victoria,Stores,33,5,0.00,Stores
6464,Jones,Alice,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55,3,105.70,Stores
6465,Nunnally,William,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,56,4,105.31,Stores
6466,Anderson,Lisa,F,Lakeview Heights,Dairy Person,Dairy,Kelowna,Stores,21,3,0.00,Stores
6467,Haggard,Jeffrey,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,26,4,0.00,Stores
6468,Heffington,Linda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35,6,2.97,Stores
6469,Welke,Bobby,M,Surrey,Dairy Person,Dairy,Surrey,Stores,29,4,0.00,Stores
6470,Hatch,Hazel,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,60,5,193.83,Stores
6471,Adams,Woodrow,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,49,5,77.18,Stores
6472,Steil,Orville,M,South Slocan,Dairy Person,Dairy,Trail,Stores,49,4,111.47,Stores
6473,Coppedge,Bertha,F,Summerland,Dairy Person,Dairy,Kelowna,Stores,41,3,98.76,Stores
6474,Weaver,Margaret,F,White Rock,Cashier,Customer Service,White Rock,Stores,51,5,152.46,Stores
6475,Hendricks,Sarita,F,Victoria,Baker,Bakery,Victoria,Stores,34,4,48.79,Stores
6476,Nance,Maria,F,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,39,4,36.36,Stores
6477,Jamison,Marilyn,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,48,5,87.61,Stores
6478,Beaumont,James,M,Flatrock,Baker,Bakery,Fort St John,Stores,34,5,41.43,Stores
6479,Ramirez,Caron,F,Surrey,Dairy Person,Dairy,Surrey,Stores,40,4,58.82,Stores
6480,Burns,Aubrey,F,Dawson Creek,Cashier,Customer Service,Dawson Creek,Stores,44,3,108.23,Stores
6481,Bailey,Stephen,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,52,5,94.30,Stores
6482,Ruiz,Marion,F,Cortes Island,Dairy Person,Dairy,Cortes Island,Stores,38,4,28.53,Stores
6483,Knox,Tanya,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,33,3,26.85,Stores
6484,Thornton,Linwood,M,Sicamous,Dairy Person,Dairy,Kelowna,Stores,42,6,16.92,Stores
6485,Hunt,Mark,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,44,6,28.11,Stores
6486,Richmond,Emily,F,Fraser Lake,Cashier,Customer Service,Prince George,Stores,35,7,52.33,Stores
6487,Cutrer,Craig,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,34,1,14.11,Stores
6488,Gandy,Virginia,F,White Rock,Cashier,Customer Service,White Rock,Stores,34,6,0.00,Stores
6489,Cox,Debbra,F,Aldergrove,Baker,Bakery,Aldergrove,Stores,39,6,50.91,Stores
6490,Richter,Hector,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,31,7,15.38,Stores
6491,Frazier,David,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,51,5,89.30,Stores
6492,Tomlin,Iris,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,30,5,47.10,Stores
6493,Sabella,James,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,41,6,29.47,Stores
6494,Calderon,Robin,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,38,7,9.76,Stores
6495,Kelley,Ronnie,M,Richmond,Dairy Person,Dairy,Richmond,Stores,56,3,72.10,Stores
6496,Lehman,William,M,Wynndel,Baker,Bakery,Cranbrook,Stores,61,4,148.58,Stores
6497,Mills,Allison,F,Terrace,Cashier,Customer Service,Terrace,Stores,50,3,96.21,Stores
6498,Chamberlain,Raymond,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,2,105.48,Stores
6499,Robinson,Linda,F,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,44,6,107.32,Stores
6500,Shook,Clark,M,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,57,4,110.88,Stores
6501,Martinez,Carla,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39,5,36.56,Stores
6502,Brown,Betty,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,33,4,2.73,Stores
6503,Patterson,Brian,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34,6,30.50,Stores
6504,Stults,James,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,5,45.62,Stores
6505,Young,Joseph,M,Port Alberni,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,3,110.94,Stores
6506,Stoney,Carole,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34,6,22.88,Stores
6507,Richardson,Courtney,M,Victoria,Baker,Bakery,Victoria,Stores,35,6,52.25,Stores
6508,Looney,Patricia,F,Nimpo Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,31,3,0.00,Stores
6509,Polen,John,M,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,44,5,70.29,Stores
6510,Lee,Charlotte,F,Duncan,Cashier,Customer Service,Quesnel,Stores,56,4,152.18,Stores
6511,Winston,Lupe,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,55,3,199.89,Stores
6512,Clower,Leroy,M,Nelson,Baker,Bakery,Nelson,Stores,55,6,127.86,Stores
6513,Waggoner,Stephen,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,61,5,127.89,Stores
6514,Williams,Jose,M,Surrey,Dairy Person,Dairy,Surrey,Stores,34,3,52.88,Stores
6515,Spears,Raul,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,46,5,67.42,Stores
6516,Gibbs,Theresa,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,59,9,206.70,Stores
6517,Phipps,Pauline,F,Beaver Valley,Shelf Stocker,Processed Foods,Williams Lake,Stores,33,5,0.00,Stores
6518,Stevens,Samuel,M,Cranbrook,Baker,Bakery,Cranbrook,Stores,44,6,53.70,Stores
6519,Silveira,Laura,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43,3,83.31,Stores
6520,Haynes,Roland,M,Victoria,Baker,Bakery,Victoria,Stores,49,6,60.55,Stores
6521,Hay,James,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,33,5,21.53,Stores
6522,King,Linda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,49,3,144.93,Stores
6523,Wright,Elizabeth,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,49,4,114.45,Stores
6524,McElroy,Josephine,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,40,7,69.59,Stores
6525,Collins,Celia,F,Surrey,Dairy Person,Dairy,Surrey,Stores,14,3,0.00,Stores
6526,Kovar,Brandon,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,32,5,29.59,Stores
6527,Sweet,Jane,F,Kaslo,Baker,Bakery,Cranbrook,Stores,26,5,0.00,Stores
6528,Hamrick,Cynthia,F,Fort Nelson,Dairy Person,Dairy,Fort Nelson,Stores,54,4,117.44,Stores
6529,Bryant,Lucille,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,31,4,31.28,Stores
6530,Cato,Anthony,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,34,7,37.24,Stores
6531,Barnes,Herbert,M,Surrey,Dairy Person,Dairy,Surrey,Stores,61,5,164.54,Stores
6532,Strom,Marc,M,Port Mcneill,Shelf Stocker,Processed Foods,Nanaimo,Stores,55,4,117.17,Stores
6533,Ward,Joel,M,Castlegar,Dairy Person,Dairy,Trail,Stores,37,3,26.87,Stores
6534,Campbell,Tyler,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,50,6,102.99,Stores
6535,Holland,John,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,2,58.58,Stores
6536,Rivera,Terry,M,Aldergrove,Baker,Bakery,Aldergrove,Stores,48,6,86.06,Stores
6537,Blecha,Diana,F,Pouce Coupe,Baker,Bakery,Fort St John,Stores,29,5,0.00,Stores
6538,Bruce,Terrell,M,Taylor,Dairy Person,Dairy,Fort St John,Stores,30,6,0.00,Stores
6539,McNish,Magaret,F,Victoria,Baker,Bakery,Victoria,Stores,34,4,0.00,Stores
6540,Hoffman,Waylon,M,Victoria,Baker,Bakery,Victoria,Stores,66,7,147.72,Stores
6541,Taylor,Stephen,F,Granisle,Cashier,Customer Service,Terrace,Stores,35,5,26.51,Stores
6542,Hyder,David,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,36,6,13.27,Stores
6543,Evans,James,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,30,4,0.00,Stores
6544,Hohn,Sylvia,F,Fulford Harbour,Baker,Bakery,Victoria,Stores,29,6,29.52,Stores
6545,Hernandez,Perry,M,Richmond,Dairy Person,Dairy,Richmond,Stores,40,4,20.07,Stores
6546,Kaplan,Robin,M,Flatrock,Dairy Person,Dairy,Fort St John,Stores,56,6,122.69,Stores
6547,Guarino,Robin,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34,7,37.12,Stores
6548,Fuller,Kathleen,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,36,3,29.82,Stores
6549,Wolfe,Irving,M,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,34,3,0.00,Stores
6550,Lucas,Virginia,F,Nelson,Baker,Bakery,Nelson,Stores,30,7,0.00,Stores
6551,Lunn,Shawn,M,Victoria,Baker,Bakery,Victoria,Stores,48,4,42.88,Stores
6552,Cummings,James,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31,4,0.00,Stores
6553,McKenzie,Marvin,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,52,3,115.64,Stores
6554,Lindstrom,Adriana,F,Duncan,Cashier,Customer Service,Quesnel,Stores,50,2,126.77,Stores
6555,Daniels,Marion,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,21,4,0.00,Stores
6556,Christofferso,Laurie,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,40,2,23.76,Stores
6557,Westberry,Andrew,M,Chemainus,Baker,Bakery,Victoria,Stores,47,4,71.12,Stores
6558,Ayala,Robert,M,Grasmere,Baker,Bakery,Cranbrook,Stores,37,4,47.11,Stores
6559,Garcia,Kathy,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,51,4,122.42,Stores
6560,Wells,Chandra,F,Vernon,Cashier,Customer Service,Vernon,Stores,44,3,136.29,Stores
6561,Taylor,Delmer,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,37,4,0.00,Stores
6562,Saxton,Edwina,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,39,3,44.39,Stores
6563,Martin,Janelle,F,Lillooet,Dairy Person,Dairy,Kamloops,Stores,40,8,45.76,Stores
6564,Weinstein,Shawn,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,51,5,97.03,Stores
6565,Carrozza,Samantha,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,30,3,1.30,Stores
6566,Simon,Vaughn,M,Cranbrook,Baker,Bakery,Cranbrook,Stores,58,5,127.01,Stores
6567,Dryer,Adam,M,Victoria,Baker,Bakery,Victoria,Stores,51,5,87.07,Stores
6568,Schreffler,Clifford,M,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,6,63.08,Stores
6569,Snider,George,M,Sidney,Dairy Person,Dairy,Victoria,Stores,49,3,115.28,Stores
6570,Faulkner,Sylvia,F,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,27,2,0.00,Stores
6571,Client,Paul,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,30,3,0.00,Stores
6572,Simmons,Rosa,F,Okanagan Falls,Cashier,Customer Service,Bella Bella,Stores,35,4,27.05,Stores
6573,Dobbs,Mathew,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,50,5,121.84,Stores
6574,Gonzalez,Jerry,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,45,6,63.15,Stores
6575,Oyer,Wanda,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,35,2,1.55,Stores
6576,Johnson,Theresa,F,Victoria,Dairy Person,Dairy,Victoria,Stores,27,3,0.00,Stores
6577,Santos,Mark,M,Black Pool,Cashier,Customer Service,Dawson Creek,Stores,45,2,35.59,Stores
6578,Brown,Beverly,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,5,96.44,Stores
6579,Campbell,Robert,M,Sandspit,Dairy Person,Dairy,Victoria,Stores,50,7,35.46,Stores
6580,Gamble,Belkis,F,Haney,Cashier,Customer Service,Haney,Stores,53,4,77.19,Stores
6581,Meehan,Emma,F,Surrey,Dairy Person,Dairy,Surrey,Stores,44,6,79.67,Stores
6582,Erikson,Ashley,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,59,4,152.30,Stores
6583,Jacques,Charles,M,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,41,3,55.28,Stores
6584,Herrera,Debbie,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44,4,135.66,Stores
6585,Read,Julius,M,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,36,5,28.92,Stores
6586,Innocent,Diana,F,Haney,Cashier,Customer Service,Haney,Stores,58,6,131.17,Stores
6587,Vargas,Eileen,F,Fort St John,Dairy Person,Dairy,Fort St John,Stores,40,4,48.12,Stores
6588,Sanford,Melvin,M,Sidney,Dairy Person,Dairy,Victoria,Stores,17,0,0.00,Stores
6589,Addis,Eric,M,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,39,6,0.00,Stores
6590,Lesko,Lashawnda,F,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,34,5,36.60,Stores
6591,Say,Joan,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,46,6,44.98,Stores
6592,Versace,Lorene,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,57,7,159.40,Stores
6593,Boyd,Frank,M,Victoria,Dairy Person,Dairy,Victoria,Stores,45,5,82.64,Stores
6594,Savarese,Michael,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52,0,105.10,Stores
6595,Palmer,Charles,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,58,3,101.21,Stores
6596,Holmes,Kate,F,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,41,4,30.22,Stores
6597,Waters,Edgar,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,6,79.55,Stores
6598,Labrecque,Marie,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,49,5,69.42,Stores
6599,Schmidt,Christopher,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,61,4,126.10,Stores
6600,Hines,Jerry,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44,5,47.30,Stores
6601,Anderson,Elton,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43,4,51.20,Stores
6602,Silvey,Annie,F,Richmond,Dairy Person,Dairy,Richmond,Stores,28,4,13.95,Stores
6603,Hicks,Elizabeth,F,Cranbrook,Baker,Bakery,Cranbrook,Stores,40,7,66.62,Stores
6604,Weber,Chad,M,Victoria,Dairy Person,Dairy,Victoria,Stores,60,6,78.39,Stores
6605,Westerlund,Lisa,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35,5,26.02,Stores
6606,Sullivan,Rhonda,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52,3,137.65,Stores
6607,Helms,Russell,M,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,41,5,46.26,Stores
6608,Ruiz,Jamie,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,39,4,0.00,Stores
6609,Stewart,Cara,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,56,4,159.14,Stores
6610,Gholson,Debra,F,Fort St John,Dairy Person,Dairy,Fort St John,Stores,52,5,125.71,Stores
6611,Lynam,Dorothy,F,Surrey,Dairy Person,Dairy,Surrey,Stores,7,7,0.00,Stores
6612,Martello,Deborah,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,53,3,122.53,Stores
6613,Miller,Amy,F,Victoria,Dairy Person,Dairy,Victoria,Stores,25,6,0.00,Stores
6614,Otto,Clara,F,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,56,5,123.57,Stores
6615,Long,David,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43,5,90.56,Stores
6616,Painter,Donald,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,33,1,14.04,Stores
6617,Roberts,Corey,M,Abbotsford,Baker,Bakery,Abbotsford,Stores,35,5,36.79,Stores
6618,Landry,Eden,F,Celista,Dairy Person,Dairy,Kamloops,Stores,46,5,73.84,Stores
6619,Sealy,Lida,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,28,4,32.97,Stores
6620,Yon,Randy,M,Granisle,Cashier,Customer Service,Terrace,Stores,47,5,50.25,Stores
6621,Lawrence,John,M,New Westminister,Baker,Bakery,New Westminister,Stores,48,4,94.99,Stores
6622,Rawlins,Lisa,F,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,37,5,89.14,Stores
6623,Robinson,Robert,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39,6,25.00,Stores
6624,Henry,Mary,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,59,3,170.09,Stores
6625,Takacs,Eddie,M,Victoria,Dairy Person,Dairy,Victoria,Stores,40,2,17.22,Stores
6626,Conner,Diane,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,53,4,144.19,Stores
6627,English,John,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34,3,11.14,Stores
6628,Hanson,William,M,Duncan,Cashier,Customer Service,Quesnel,Stores,50,5,103.96,Stores
6629,Hensley,Frank,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,6,73.69,Stores
6630,Landry,Richard,M,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,35,3,0.00,Stores
6631,Moore,Patsy,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,24,5,0.00,Stores
6632,Johnson,Nancy,F,Burnaby,Dairy Person,Dairy,Burnaby,Stores,19,3,0.00,Stores
6633,Noonan,Donna,F,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,56,4,122.19,Stores
6634,Lowe,Robert,M,Langley,Dairy Person,Dairy,Langley,Stores,43,4,14.41,Stores
6635,Grossman,Mary,F,Abbotsford,Baker,Bakery,Abbotsford,Stores,28,6,0.00,Stores
6636,Sanders,Harry,M,Victoria,Dairy Person,Dairy,Victoria,Stores,40,7,52.20,Stores
6637,Chapman,George,M,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39,5,96.48,Stores
6638,Dickey,Crystal,F,Prince George,Cashier,Customer Service,Prince George,Stores,46,4,136.84,Stores
6639,Johnson,Bryan,M,Victoria,Dairy Person,Dairy,Victoria,Stores,36,4,0.00,Stores
6640,Drum,Sarah,F,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,18,5,0.00,Stores
6641,Eisen,Maria,F,Burns Lake,Cashier,Customer Service,Prince George,Stores,39,5,27.11,Stores
6642,Frazier,Linda,F,Victoria,Dairy Person,Dairy,Victoria,Stores,24,6,0.00,Stores
6643,Charles,Armando,M,Ladysmith,Dairy Person,Dairy,Victoria,Stores,37,3,0.00,Stores
6644,Lee,William,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,5,94.11,Stores
6645,Gambrel,Stephanie,F,Decker Lake,Cashier,Customer Service,Prince George,Stores,24,5,0.00,Stores
6646,Frates,Deborah,F,Penticton,Dairy Person,Dairy,Kelowna,Stores,38,4,82.73,Stores
6647,Trevino,Lorna,F,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,41,2,47.70,Stores
6648,Elmore,Peter,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,39,4,0.00,Stores
6649,Perez,Jacob,M,Kimberley,Baker,Bakery,Cranbrook,Stores,59,4,98.76,Stores
6650,Harder,Stefanie,F,Vernon,Cashier,Customer Service,Vernon,Stores,54,4,175.13,Stores
6651,Hampton,Brenda,F,Victoria,Dairy Person,Dairy,Victoria,Stores,27,3,0.00,Stores
6652,Walden,Jason,M,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,42,5,42.65,Stores
6653,Cohan,Nancy,F,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,41,4,57.15,Stores
6654,Matta,Betty,F,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,50,7,119.84,Stores
6655,Modlin,Emily,F,Burns Lake,Cashier,Customer Service,Prince George,Stores,39,7,55.58,Stores
6656,Jacobs,Lisa,F,Prince George,Cashier,Customer Service,Prince George,Stores,37,5,45.41,Stores
6657,Chappell,Jean,F,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,50,6,75.82,Stores
6658,Clark,Jeff,M,Terrace,Cashier,Customer Service,Terrace,Stores,35,5,63.82,Stores
6659,Renzi,Samuel,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,28,5,0.00,Stores
6660,Shingleton,Denise,F,Crawford Bay,Baker,Bakery,Cranbrook,Stores,44,7,69.12,Stores
6661,Fromm,Charles,M,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,35,6,9.72,Stores
6662,White,Kathleen,F,Yale,Shelf Stocker,Processed Foods,Chilliwack,Stores,23,3,15.42,Stores
6663,Williams,Bruce,M,Victoria,Dairy Person,Dairy,Victoria,Stores,46,5,90.57,Stores
6664,Burke,Stephanie,F,Forest Grove,Dairy Person,Dairy,Kamloops,Stores,38,5,86.86,Stores
6665,Nelson,Robert,M,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,34,1,63.51,Stores
6666,Lambert,Terry,M,Richmond,Dairy Person,Dairy,Richmond,Stores,32,3,20.72,Stores
6667,Morgan,Brooke,F,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,58,5,190.17,Stores
6668,Davis,Stacey,F,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,23,3,0.00,Stores
6669,Miller,David,M,Vanderhoof,Cashier,Customer Service,Prince George,Stores,46,1,94.39,Stores
6670,Hunt,Thomas,F,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,62,5,227.30,Stores
6671,Quick,Ronald,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,44,4,44.38,Stores
6672,Saunders,Pablo,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,5,2.92,Stores
6673,Moore,Brian,M,Quadra Island,Dairy Person,Dairy,Victoria,Stores,45,5,103.87,Stores
6674,McCormack,Richard,M,Kelowna,Dairy Person,Dairy,Kelowna,Stores,63,4,123.41,Stores
6675,Odom,Abraham,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,5,86.40,Stores
6676,Hankinson,Betty,F,Haney,Cashier,Customer Service,Haney,Stores,45,4,50.24,Stores
6677,Styles,Betty,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,41,5,70.02,Stores
6678,Simpson,Megan,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,5,76.51,Stores
6679,Snowden,Stephanie,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,28,3,0.00,Stores
6680,Robinson,Walter,M,New Westminster,Dairy Person,Dairy,New Westminster,Stores,29,4,0.00,Stores
6681,Zinn,Lawrence,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,4,66.64,Stores
6682,Wolfe,Brian,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,4,7.15,Stores
6683,Marcum,Steven,M,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,41,3,51.50,Stores
6684,Wright,Alexandra,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,64,7,157.76,Stores
6685,Porter,Dorothy,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,7,74.17,Stores
6686,Young,Ann,F,Dragon Lake,Cashier,Customer Service,Quesnel,Stores,20,5,0.00,Stores
6687,Wilson,James,M,Tofino,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,6,54.43,Stores
6688,Joseph,Terri,F,Bouchie Lake,Cashier,Customer Service,Quesnel,Stores,36,6,40.75,Stores
6689,McGinnis,James,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,3,29.28,Stores
6690,Chambers,Christopher,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,36,6,30.38,Stores
6691,Pineda,Wayne,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,47,5,51.46,Stores
6692,Dalke,Kathleen,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,60,5,175.02,Stores
6693,Rucker,Cindy,F,Tofino,Shelf Stocker,Processed Foods,Nanaimo,Stores,45,4,104.49,Stores
6694,Light,Bertha,F,Westbank,Dairy Person,Dairy,Kelowna,Stores,48,6,124.90,Stores
6695,Winter,Michael,M,Westwold,Cashier,Customer Service,Vernon,Stores,32,6,0.00,Stores
6696,Creamer,Irma,F,Victoria,Dairy Person,Dairy,Victoria,Stores,35,5,30.50,Stores
6697,Shortridge,Joel,M,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,50,6,122.29,Stores
6698,Ramos,Danny,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,36,4,29.04,Stores
6699,Coffman,Robert,M,Kamloops,Dairy Person,Dairy,Kamloops,Stores,67,7,172.29,Stores
6700,Colston,Susanne,F,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,38,2,35.66,Stores
6701,Richards,Felipe,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,5,90.97,Stores
6702,White,Fannie,F,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,26,6,0.00,Stores
6703,Cumberbatch,Cherie,F,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,4,85.93,Stores
6704,Carrillo,Jessica,F,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,6,60.04,Stores
6705,Horn,Kevin,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,4,50.44,Stores
6706,Lopez,Joshua,M,Penticton,Dairy Person,Dairy,Kelowna,Stores,30,4,22.54,Stores
6707,Winters,James,M,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,3,24.75,Stores
6708,Herron,Timothy,M,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,36,4,5.11,Stores
6709,Lemaster,Sabrina,F,Lumby,Cashier,Customer Service,Vernon,Stores,24,4,35.10,Stores
6710,Markle,Leah,F,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,43,4,51.24,Stores
6711,To,Gregory,M,Vancouver,Cashier,Customer Service,Vancouver,Stores,65,5,140.33,Stores
6712,Long,Maria,F,Kelowna,Dairy Person,Dairy,Kelowna,Stores,55,4,129.73,Stores
6713,Trueblood,Frances,F,Nelson,Baker,Bakery,Nelson,Stores,55,5,136.07,Stores
6714,Stein,Rose,F,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,41,4,44.80,Stores
6715,Barnes,Joy,F,Kamloops,Dairy Person,Dairy,Kamloops,Stores,43,6,93.89,Stores
